Time,FeO,CaO,SiO2,MgO,Al2O3,MnO,P2O5,S,NiO,Cr2O3,Na2O,K2O
22/11/18 10:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 11:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 12:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 13:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 14:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 15:00,0.03,0.32,0.36,0.07,0.20,0.01,0.01,0.00,0.00,0.00,0.01,0.00
22/11/18 16:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 17:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 18:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 19:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 20:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 21:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 22:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
22/11/18 23:00,0.02,0.32,0.37,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 00:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 01:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 02:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 03:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 04:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 05:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 06:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 07:00,0.01,0.37,0.33,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 08:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 09:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 10:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 11:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 12:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 13:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 14:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 15:00,0.02,0.35,0.34,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 16:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 17:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 18:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 19:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 20:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 21:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 22:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
23/11/18 23:00,0.01,0.34,0.36,0.07,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 00:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 01:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 02:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 03:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 04:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 05:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 06:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 07:00,0.01,0.36,0.33,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 08:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 09:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 10:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 11:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 12:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 13:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 14:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 15:00,0.01,0.39,0.32,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 16:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 17:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 18:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 19:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 20:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 21:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 22:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
24/11/18 23:00,0.02,0.35,0.35,0.06,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 00:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 01:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 02:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 03:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 04:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 05:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 06:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 07:00,0.01,0.37,0.35,0.06,0.18,0.01,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 08:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 09:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 10:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 11:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 12:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 13:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 14:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 15:00,0.01,0.39,0.35,0.07,0.16,0.02,0.00,0.01,0.00,0.00,0.00,0.00
25/11/18 16:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 17:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 18:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 19:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 20:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 21:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 22:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
25/11/18 23:00,0.06,0.32,0.35,0.06,0.17,0.02,0.00,0.00,0.00,0.00,0.00,0.00
26/11/18 00:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 01:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 02:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 03:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 04:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 05:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 06:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 07:00,0.02,0.33,0.37,0.06,0.19,0.01,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 08:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 09:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 10:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 11:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 12:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 13:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
26/11/18 14:00,0.03,0.36,0.35,0.06,0.18,0.02,0.00,0.01,0.00,0.00,0.00,0.00
29/11/18 19:00,0.07,0.32,0.33,0.06,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
29/11/18 20:00,0.07,0.32,0.33,0.06,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
29/11/18 21:00,0.07,0.32,0.33,0.06,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
29/11/18 22:00,0.07,0.32,0.33,0.06,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
29/11/18 23:00,0.07,0.32,0.33,0.06,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 01:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 02:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 03:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 04:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 05:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 06:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 07:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 08:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 09:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 10:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 11:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 12:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 13:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 14:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 15:00,0.05,0.31,0.37,0.06,0.18,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 16:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 17:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 18:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 19:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 20:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
30/11/18 23:00,0.02,0.33,0.37,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 00:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 01:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 02:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 03:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 04:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 05:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 06:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 07:00,0.06,0.32,0.35,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 08:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 09:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 10:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 11:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 12:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 13:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 14:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 15:00,0.03,0.32,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 16:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 17:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 18:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 19:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 20:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 21:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 22:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
01/12/18 23:00,0.04,0.32,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 00:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 01:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 02:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 03:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 04:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 05:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 06:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 07:00,0.04,0.34,0.34,0.07,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 08:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 09:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 10:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 11:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 12:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 13:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 14:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 15:00,0.05,0.30,0.37,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 16:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 17:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 18:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 19:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 20:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 21:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 22:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
02/12/18 23:00,0.05,0.29,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 00:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 01:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 02:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 03:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 04:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 05:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 06:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 07:00,0.04,0.28,0.39,0.06,0.22,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 08:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 09:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 10:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 11:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 12:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 13:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
03/12/18 14:00,0.06,0.30,0.36,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 08:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 09:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 10:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 11:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 12:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 13:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 14:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 15:00,0.05,0.29,0.38,0.06,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 16:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 17:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 18:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 19:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 20:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 21:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 22:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
04/12/18 23:00,0.06,0.28,0.38,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 00:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 01:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 02:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 03:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 04:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 05:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 06:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 07:00,0.05,0.32,0.36,0.06,0.19,0.01,0.00,0.00,0.00,0.00,0.00,0.00
05/12/18 08:00,0.01,0.34,0.36,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
05/12/18 09:00,0.01,0.34,0.36,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
05/12/18 10:00,0.01,0.34,0.36,0.06,0.21,0.01,0.00,0.01,0.00,0.00,0.00,0.00
11/12/18 09:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 10:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 11:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 12:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 13:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 14:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 15:00,0.03,0.31,0.36,0.06,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 16:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 17:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 18:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 19:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 20:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 21:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 22:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
11/12/18 23:00,0.06,0.29,0.37,0.07,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 00:00,0.07,0.33,0.33,0.06,0.18,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 01:00,0.07,0.33,0.33,0.06,0.18,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 02:00,0.07,0.33,0.33,0.06,0.18,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 03:00,0.07,0.33,0.33,0.06,0.18,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 18:00,0.07,0.30,0.36,0.07,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 19:00,0.07,0.30,0.36,0.07,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
12/12/18 20:00,0.07,0.30,0.36,0.07,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00
